Image URL,Emotional Class
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_2322237297914508.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_81627811989842238.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_565553665719545969.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_16466354883025706.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_23643966787258791.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_974184963133453652.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_649925790009875307.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_703756187321417.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1041527851315438335.webp,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_39969515436617089.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514751655704.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_84020349278809396.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_231865080809217491.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_77827899808866679.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_11259067812279494.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_51369251988676206.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1077204804615825858.png,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_15692298677173765.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_6051780743770870.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_51439620735952332.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_23081016827202218.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_37295503158835419.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514751656002.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_378091331234196508.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_70437480655907.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_317855686217106914.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_36591815710969323.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_94364554682107677.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514745986389.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_24277285497031003.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_489696159502381678.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_23573598033763012.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_348536458676507853.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_659214464236926919.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_129971139239307135.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514751655641.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_24769866694324651.png,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_9710955441801343.png,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_238057530295567483.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_430938258089993915.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_621989398563439224.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_402720391654189602.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1043498176134749006.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514751655866.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_9640586696320375.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_107171666128209118.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_296393219202182542.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_11118330320395639.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_562035228491528950.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_512284526383084989.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514745986439.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_295689531801305237.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514745986363.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_65935582036653383.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_602215781439846568.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_798614946392357496.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1077415910847894100.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_259379259782629560.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514745986388.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_28358672649615636.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_29625310045056113.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_103864335150454080.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_33354853482162295.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_56998751521008358.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_124341639707310992.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514751655720.png,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_19351473393358223.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514751656017.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_609674868349396218.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_111393790770911701.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_4503668371833665.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514751655913.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514751656003.png,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_442126888399951657.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_306385580917238957.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_537617274279370107.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_117023290317033817.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_9288742962200588.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_674836325439190786.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514745986203.png,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514751655734.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_2533343534695420.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514745986201.png,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514745986215.png,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_251146116751121152.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_26247610321732205.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_331999803799652988.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514751655939.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_15833036182576062.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514751655905.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1006202741739731178.png,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_1105774514751656029.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_985231162212482.jpg,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_613404411752239608.png,neutral-face
file:///Users/nixi/Desktop/Final thesis folder 24/AI-for-Media-project-23-24/my-classification-dataset/neutral-face/pinterest_452189618844528698.png,neutral-face
